PDB ID,Chain ID,Macromolecule Name,Source,PFAM Acc [Res Range],Pfam ID,Pfam Description
"4W29","AF","30S ribosomal protein S6","Thermus thermophilus","PF01250 [3-92]","Ribosomal_S6","Ribosomal protein S6"
"4W29","AG","30S ribosomal protein S7","Thermus thermophilus","PF00177 [3-149]","Ribosomal_S7","Ribosomal protein S7p/S5e"
"4W29","AH","30S ribosomal protein S8","Thermus thermophilus","PF00410 [4-138]","Ribosomal_S8","Ribosomal protein S8"
"4W29","AI","30S ribosomal protein S9","Thermus thermophilus","PF00380 [8-128]","Ribosomal_S9","Ribosomal protein S9/S16"
"4W29","AJ","30S ribosomal protein S10","Thermus thermophilus","PF00338 [5-99]","Ribosomal_S10","Ribosomal protein S10p/S20e"
"4W29","AK","30S ribosomal protein S11","Thermus thermophilus","PF00411 [17-126]","Ribosomal_S11","Ribosomal protein S11"
"4W29","AL","30S ribosomal protein S12","Thermus thermophilus","PF00164 [15-126]","Ribosom_S12_S23","Ribosomal protein S12/S23"
"4W29","AM","30S ribosomal protein S13","Thermus thermophilus","PF00416 [3-109]","Ribosomal_S13","Ribosomal protein S13/S18"
"4W29","AN","30S ribosomal protein S14 type Z","Thermus thermophilus","PF00253 [10-60]","Ribosomal_S14","Ribosomal protein S14p/S29e"
"4W29","AO","30S ribosomal protein S15","Thermus thermophilus","PF00312 [8-88]","Ribosomal_S15","Ribosomal protein S15"
"4W29","AP","30S ribosomal protein S16","Thermus thermophilus","PF00886 [8-67]","Ribosomal_S16","Ribosomal protein S16"
"4W29","AQ","30S ribosomal protein S17","Thermus thermophilus","PF00366 [8-74]","Ribosomal_S17","Ribosomal protein S17"
"4W29","AR","30S ribosomal protein S18","Thermus thermophilus","PF01084 [33-79]","Ribosomal_S18","Ribosomal protein S18"
"4W29","AS","30S ribosomal protein S19","Thermus thermophilus","PF00203 [4-81]","Ribosomal_S19","Ribosomal protein S19"
"4W29","AT","30S ribosomal protein S20","Thermus thermophilus","PF01649 [11-88]","Ribosomal_S20p","Ribosomal protein S20"
"4W29","AV","mRNA","Escherichia coli","","",""
"4W29","AW","tRNA","Escherichia coli","","",""
"4W29","AX","tRNA","Escherichia coli","","",""
"4W29","AY","Elongation factor G","Thermus thermophilus","PF03144 [323-389], PF03764 [479-597], PF00009 [10-282], PF14492 [404-478], PF00679 [600-686]","GTP_EFTU_D2, EFG_IV, GTP_EFTU, EFG_II, EFG_C","Elongation factor Tu domain 2, Elongation factor G, domain IV, Elongation factor Tu GTP binding domain, Elongation Factor G, domain II, Elongation factor G C-terminus"
"4W29","B0","50S ribosomal protein L27","Thermus thermophilus","PF01016 [2-81]","Ribosomal_L27","Ribosomal L27 protein"
"4W29","B1","50S ribosomal protein L28","Thermus thermophilus","PF00830 [3-65]","Ribosomal_L28","Ribosomal L28 family"
"4W29","B2","50S ribosomal protein L29","Thermus thermophilus","PF00831 [12-67]","Ribosomal_L29","Ribosomal L29 protein"
"4W29","B3","50S ribosomal protein L30","Thermus thermophilus","PF00327 [4-54]","Ribosomal_L30","Ribosomal protein L30p/L7e"
"4W29","B4","50S ribosomal protein L31","Thermus thermophilus","PF01197 [1-35]","Ribosomal_L31","Ribosomal protein L31"
"4W29","B5","50S ribosomal protein L32","Thermus thermophilus","PF01783 [5-59]","Ribosomal_L32p","Ribosomal L32p protein family"
"4W29","B6","50S ribosomal protein L33","Thermus thermophilus","PF00471 [8-53]","Ribosomal_L33","Ribosomal protein L33"
"4W29","B7","50S ribosomal protein L34","Thermus thermophilus","PF00468 [1-43]","Ribosomal_L34","Ribosomal protein L34"
"4W29","B8","50S ribosomal protein L35","Thermus thermophilus","PF01632 [2-62]","Ribosomal_L35p","Ribosomal protein L35"
"4W29","B9","50S ribosomal protein L36","Thermus thermophilus","PF00444 [1-37]","Ribosomal_L36","Ribosomal protein L36"
"4W29","BA","23S Ribosomal RNA","Thermus thermophilus","","",""
"4W29","BB","5S Ribosomal RNA","Thermus thermophilus","","",""
"4W29","BC","50S ribosomal protein L1","Thermus thermophilus","PF00687 [31-221]","Ribosomal_L1","Ribosomal protein L1p/L10e family"
"4W29","BD","50S ribosomal protein L2","Thermus thermophilus","PF00181 [42-118], PF03947 [126-251]","Ribosomal_L2, Ribosomal_L2_C","Ribosomal Proteins L2, RNA binding domain, Ribosomal Proteins L2, C-terminal domain"
"4W29","BE","50S ribosomal protein L3","Thermus thermophilus","PF00297 [93-175], PF00542 [60-122]","Ribosomal_L3, Ribosomal_L12","Ribosomal protein L3, Ribosomal protein L7/L12 C-terminal domain"
"4W29","BF","50S ribosomal protein L4","Thermus thermophilus","PF00573 [26-204]","Ribosomal_L4","Ribosomal protein L4/L1 family"
"4W29","BG","50S ribosomal protein L5","Thermus thermophilus","PF00281 [27-83], PF00673 [87-180]","Ribosomal_L5, Ribosomal_L5_C","Ribosomal protein L5, ribosomal L5P family C-terminus"
"4W29","BH","50S ribosomal protein L6","Thermus thermophilus","PF00347 [12-82], PF00347 [91-164]","Ribosomal_L6, Ribosomal_L6","Ribosomal protein L6, Ribosomal protein L6"
"4W29","BJ","50S ribosomal protein l10","Thermus thermophilus","","",""
"4W29","BK","50S ribosomal protein L11","Thermus thermophilus","PF00298 [70-138], PF03946 [8-65]","Ribosomal_L11, Ribosomal_L11_N","Ribosomal protein L11, RNA binding domain, Ribosomal protein L11, N-terminal domain"
"4W29","BN","50S ribosomal protein L13","Thermus thermophilus","PF00572 [12-136]","Ribosomal_L13","Ribosomal protein L13"
"4W29","BO","50S ribosomal protein L14","Thermus thermophilus","PF00238 [1-122]","Ribosomal_L14","Ribosomal protein L14p/L23e"
"4W29","BP","50S ribosomal protein L15","Thermus thermophilus","PF00828 [27-145]","Ribosomal_L27A","Ribosomal proteins 50S-L15, 50S-L18e, 60S-L27A"
"4W29","BQ","50S ribosomal protein L16","Thermus thermophilus","PF00252 [4-132]","Ribosomal_L16","Ribosomal protein L16p/L10e"
"4W29","BR","50S ribosomal protein L17","Thermus thermophilus","PF01196 [20-117]","Ribosomal_L17","Ribosomal protein L17"
"4W29","BS","50S ribosomal protein L18","Thermus thermophilus","PF00861 [12-109]","Ribosomal_L18p","Ribosomal L18 of archaea, bacteria, mitoch. and chloroplast"
"4W29","BT","50S ribosomal protein L19","Thermus thermophilus","PF01245 [6-113]","Ribosomal_L19","Ribosomal protein L19"
"4W29","BU","50S ribosomal protein L20","Thermus thermophilus","PF00453 [3-109]","Ribosomal_L20","Ribosomal protein L20"
"4W29","BV","50S ribosomal protein L21","Thermus thermophilus","PF00829 [1-99]","Ribosomal_L21p","Ribosomal prokaryotic L21 protein"
"4W29","BW","50S ribosomal protein L22","Thermus thermophilus","PF00237 [5-107]","Ribosomal_L22","Ribosomal protein L22p/L17e"
"4W29","BX","50S ribosomal protein L23","Thermus thermophilus","PF00276 [6-90]","Ribosomal_L23","Ribosomal protein L23"
"4W29","BY","50S ribosomal protein L24","Thermus thermophilus","PF17136 [42-103], PF00467 [9-40]","ribosomal_L24, KOW","Ribosomal proteins 50S L24/mitochondrial 39S L24, KOW motif"
"4W29","BZ","50S ribosomal protein L25","Thermus thermophilus","PF14693 [95-177], PF01386 [5-88]","Ribosomal_TL5_C, Ribosomal_L25p","Ribosomal protein TL5, C-terminal domain, Ribosomal L25p family"
"4W29","Be","50S ribosomal protein L7/L12","Thermus thermophilus","PF00297 [93-175], PF00542 [60-122]","Ribosomal_L3, Ribosomal_L12","Ribosomal protein L3, Ribosomal protein L7/L12 C-terminal domain"
"4W29","Bf","50S ribosomal protein L7/L12","Thermus thermophilus","PF00573 [26-204]","Ribosomal_L4","Ribosomal protein L4/L1 family"
"4W29","Bg","50S ribosomal protein L7/L12","Thermus thermophilus","PF00281 [27-83], PF00673 [87-180]","Ribosomal_L5, Ribosomal_L5_C","Ribosomal protein L5, ribosomal L5P family C-terminus"
"4W29","Bh","50S ribosomal protein L7/L12","Thermus thermophilus","PF00347 [12-82], PF00347 [91-164]","Ribosomal_L6, Ribosomal_L6","Ribosomal protein L6, Ribosomal protein L6"
"4W29","CA","16S Ribosomal RNA","Thermus thermophilus","","",""
"4W29","CB","30S ribosomal protein S2","Thermus thermophilus","","",""
"4W29","CC","30S ribosomal protein S3","Thermus thermophilus","","",""
"4W29","CD","30S ribosomal protein S4","Thermus thermophilus","","",""
"4W29","CE","30S ribosomal protein S5","Thermus thermophilus","","",""
"4W29","CF","30S ribosomal protein S6","Thermus thermophilus","","",""
"4W29","CG","30S ribosomal protein S7","Thermus thermophilus","","",""
"4W29","CH","30S ribosomal protein S8","Thermus thermophilus","","",""
"4W29","CI","30S ribosomal protein S9","Thermus thermophilus","","",""
"4W29","CJ","30S ribosomal protein S10","Thermus thermophilus","","",""
"4W29","CK","30S ribosomal protein S11","Thermus thermophilus","","",""
"4W29","CL","30S ribosomal protein S12","Thermus thermophilus","","",""
"4W29","CM","30S ribosomal protein S13","Thermus thermophilus","","",""
"4W29","CN","30S ribosomal protein S14 type Z","Thermus thermophilus","","",""
"4W29","CO","30S ribosomal protein S15","Thermus thermophilus","","",""
"4W29","CP","30S ribosomal protein S16","Thermus thermophilus","","",""
"4W29","CQ","30S ribosomal protein S17","Thermus thermophilus","","",""
"4W29","CR","30S ribosomal protein S18","Thermus thermophilus","","",""
"4W29","CS","30S ribosomal protein S19","Thermus thermophilus","","",""
"4W29","CT","30S ribosomal protein S20","Thermus thermophilus","","",""
"4W29","CV","mRNA","Escherichia coli","","",""
"4W29","CW","tRNA","Escherichia coli","","",""
"4W29","CX","tRNA","Escherichia coli","","",""
"4W29","CY","Elongation factor G","Thermus thermophilus","","",""
"4W29","D0","50S ribosomal protein L27","Thermus thermophilus","","",""
"4W29","D1","50S ribosomal protein L28","Thermus thermophilus","","",""
"4W29","D2","50S ribosomal protein L29","Thermus thermophilus","","",""
"4W29","D3","50S ribosomal protein L30","Thermus thermophilus","","",""
"4W29","D4","50S ribosomal protein L31","Thermus thermophilus","","",""
"4W29","D5","50S ribosomal protein L32","Thermus thermophilus","","",""
"4W29","D6","50S ribosomal protein L33","Thermus thermophilus","","",""
"4W29","D7","50S ribosomal protein L34","Thermus thermophilus","","",""
"4W29","D8","50S ribosomal protein L35","Thermus thermophilus","","",""
"4W29","D9","50S ribosomal protein L36","Thermus thermophilus","","",""
"4W29","DA","23S Ribosomal RNA","Thermus thermophilus","","",""
"4W29","DB","5S Ribosomal RNA","Thermus thermophilus","","",""
"4W29","DC","50S ribosomal protein L1","Thermus thermophilus","","",""
"4W29","DD","50S ribosomal protein L2","Thermus thermophilus","","",""
"4W29","DE","50S ribosomal protein L3","Thermus thermophilus","","",""
"4W29","DF","50S ribosomal protein L4","Thermus thermophilus","","",""
"4W29","DG","50S ribosomal protein L5","Thermus thermophilus","","",""
"4W29","DH","50S ribosomal protein L6","Thermus thermophilus","","",""
"4W29","DJ","50S ribosomal protein l10","Thermus thermophilus","","",""
"4W29","DK","50S ribosomal protein L11","Thermus thermophilus","","",""
"4W29","DN","50S ribosomal protein L13","Thermus thermophilus","","",""
"4W29","DO","50S ribosomal protein L14","Thermus thermophilus","","",""
"4W29","DP","50S ribosomal protein L15","Thermus thermophilus","","",""
"4W29","DQ","50S ribosomal protein L16","Thermus thermophilus","","",""
"4W29","DR","50S ribosomal protein L17","Thermus thermophilus","","",""
"4W29","DS","50S ribosomal protein L18","Thermus thermophilus","","",""
"4W29","DT","50S ribosomal protein L19","Thermus thermophilus","","",""
"4W29","DU","50S ribosomal protein L20","Thermus thermophilus","","",""
"4W29","DV","50S ribosomal protein L21","Thermus thermophilus","","",""
"4W29","DW","50S ribosomal protein L22","Thermus thermophilus","","",""
"4W29","DX","50S ribosomal protein L23","Thermus thermophilus","","",""
"4W29","DY","50S ribosomal protein L24","Thermus thermophilus","","",""
"4W29","DZ","50S ribosomal protein L25","Thermus thermophilus","","",""
"4W29","De","50S ribosomal protein L7/L12","Thermus thermophilus","","",""
"4W29","Df","50S ribosomal protein L7/L12","Thermus thermophilus","","",""
"4W29","Dg","50S ribosomal protein L7/L12","Thermus thermophilus","","",""
"4W29","Dh","50S ribosomal protein L7/L12","Thermus thermophilus","","",""
"4W5N","A","Protein argonaute-2","Homo sapiens","PF16486 [36-166], PF02170 [244-365], PF16487 [429-510], PF08699 [176-226], PF16488 [374-420], PF02171 [518-817]","ArgoN, PAZ, ArgoMid, ArgoL1, ArgoL2, Piwi","N-terminal domain of argonaute, PAZ domain, Mid domain of argonaute, Argonaute linker 1 domain, Argonaute linker 2 domain, Piwi domain"
"4W5N","B","RNA (5'-R(P*UP*UP*CP*AP*CP*AP*UP*UP*CP*AP*AP*GP*UP*CP*UP*CP*UP*U)-3')","synthetic construct","","",""
"4W5O","A","Protein argonaute-2","Homo sapiens","PF16486 [36-166], PF02170 [244-365], PF16487 [429-510], PF08699 [176-226], PF16488 [374-420], PF02171 [518-817]","ArgoN, PAZ, ArgoMid, ArgoL1, ArgoL2, Piwi","N-terminal domain of argonaute, PAZ domain, Mid domain of argonaute, Argonaute linker 1 domain, Argonaute linker 2 domain, Piwi domain"
"4W5O","B","RNA (5'-R(P*UP*UP*CP*AP*CP*AP*UP*UP*GP*CP*CP*CP*AP*AP*GP*UP*CP*UP*UP*U)-3')","synthetic construct","","",""
"4W5O","D","RNA (5'-R(*CP*AP*AP*UP*GP*UP*GP*AP*AP*A)-3')","synthetic construct","","",""
"4W5R","A","Protein argonaute-2","Homo sapiens","PF08699 [176-226], PF16488 [374-420], PF02171 [518-817], PF16486 [36-166], PF02170 [244-365], PF16487 [429-510]","ArgoL1, ArgoL2, Piwi, ArgoN, PAZ, ArgoMid","Argonaute linker 1 domain, Argonaute linker 2 domain, Piwi domain, N-terminal domain of argonaute, PAZ domain, Mid domain of argonaute"
"4W5R","B","RNA (5'-R(P*UP*UP*CP*AP*CP*AP*UP*UP*GP*UP*U)-3')","synthetic construct","","",""
"4W5R","D","RNA (5'-R(P*AP*AP*UP*GP*UP*GP*AP*AP*A)-3')","synthetic construct","","",""
"4W5T","A","Protein argonaute-2","Homo sapiens","PF08699 [176-226], PF16488 [374-420], PF02171 [518-817], PF16486 [36-166], PF02170 [244-365], PF16487 [429-510]","ArgoL1, ArgoL2, Piwi, ArgoN, PAZ, ArgoMid","Argonaute linker 1 domain, Argonaute linker 2 domain, Piwi domain, N-terminal domain of argonaute, PAZ domain, Mid domain of argonaute"
"4W5T","B","RNA (5'-R(P*UP*UP*CP*AP*CP*AP*UP*UP*GP*CP*CP*CP*AP*AP*UP*U)-3')","synthetic construct","","",""
"4W5T","D","RNA (5'-R(*AP*CP*AP*UP*GP*UP*GP*AP*AP*A)-3')","synthetic construct","","",""
"4W9N","A","Enoyl-[acyl-carrier-protein] reductase","Homo sapiens","PF00107 [1679-1813]","ADH_zinc_N","Zinc-binding dehydrogenase"
"4W9N","B","Enoyl-[acyl-carrier-protein] reductase","Homo sapiens","","",""
"4W9N","C","Enoyl-[acyl-carrier-protein] reductase","Homo sapiens","PF00107 [1679-1813]","ADH_zinc_N","Zinc-binding dehydrogenase"
"4W9N","D","Enoyl-[acyl-carrier-protein] reductase","Homo sapiens","","",""
"4WA5","A","Neuraminidase","Influenza A virus","PF00064 [111-449]","Neur","Neuraminidase"
"4WA9","A","Tyrosine-protein kinase ABL1","Homo sapiens","PF07714 [242-492]","Pkinase_Tyr","Protein tyrosine kinase"
"4WA9","B","Tyrosine-protein kinase ABL1","Homo sapiens","","",""
"4WAN","A","Branchpoint-bridging protein","Saccharomyces cerevisiae","PF00013 [162-193]","KH_1","KH domain"
"4WAN","B","RNA (5'-R(P*UP*AP*CP*UP*AP*AP*CP*A)-3')","","","",""
"4WAN","C","Branchpoint-bridging protein","Saccharomyces cerevisiae","","",""
"4WAN","D","RNA (5'-R(P*UP*AP*CP*UP*AP*AP*CP*A)-3')","","","",""
"4WAN","E","Branchpoint-bridging protein","Saccharomyces cerevisiae","","",""
"4WAN","F","RNA (5'-R(P*UP*AP*CP*UP*AP*AP*CP*A)-3')","","","",""
"4WAN","G","Branchpoint-bridging protein","Saccharomyces cerevisiae","","",""
"4WAN","H","RNA (5'-R(P*UP*AP*CP*UP*AP*AP*CP*A)-3')","","","",""
"4WBO","A","Rhodopsin kinase","Bos taurus","PF00615 [61-171], PF00069 [190-440]","RGS, Pkinase","Regulator of G protein signaling domain, Protein kinase domain"
"4WBO","B","Rhodopsin kinase","Bos taurus","","",""
"4WBO","C","Rhodopsin kinase","Bos taurus","","",""
"4WBO","D","Rhodopsin kinase","Bos taurus","","",""
"4WCX","A","Biotin and thiamin synthesis associated","Thermoanaerobacter italicus","PF06968 [268-375], PF04055 [86-240]","BATS, Radical_SAM","Biotin and Thiamin Synthesis associated domain, Radical SAM superfamily"
"4WCX","C","Biotin and thiamin synthesis associated","Thermoanaerobacter italicus","","",""
"4WEV","X","Aldo-keto reductase family 1 member B10","Homo sapiens","PF00248 [16-290]","Aldo_ket_red","Aldo/keto reductase family"
"4WG0","A","Nuclear receptor coactivator 2","Homo sapiens","","",""
"4WG0","B","Nuclear receptor coactivator 2","Homo sapiens","","",""
"4WG0","C","Nuclear receptor coactivator 2","Homo sapiens","","",""
"4WG0","D","Nuclear receptor coactivator 2","Homo sapiens","","",""
"4WG0","E","Nuclear receptor coactivator 2","Homo sapiens","","",""
"4WG0","F","Nuclear receptor coactivator 2","Homo sapiens","","",""
"4WG0","G","Nuclear receptor coactivator 2","Homo sapiens","","",""
"4WG0","H","Nuclear receptor coactivator 2","Homo sapiens","","",""
"4WG0","I","Nuclear receptor coactivator 2","Homo sapiens","","",""
"4WG0","J","Nuclear receptor coactivator 2","Homo sapiens","","",""
"4WG0","K","Nuclear receptor coactivator 2","Homo sapiens","","",""
"4WG0","L","Nuclear receptor coactivator 2","Homo sapiens","","",""
"4WG0","M","Nuclear receptor coactivator 2","Homo sapiens","","",""
"4WH5","A","Lincosamide resistance protein","Staphylococcus haemolyticus","PF10706 [14-111]","Aminoglyc_resit","Aminoglycoside-2''-adenylyltransferase"
"4WH5","B","Lincosamide resistance protein","Staphylococcus haemolyticus","","",""
"4WKQ","A","Epidermal growth factor receptor","Homo sapiens","PF07714 [713-965]","Pkinase_Tyr","Protein tyrosine kinase"
"4WMZ","A","Lanosterol 14-alpha demethylase","Saccharomyces cerevisiae","PF00067 [57-520]","p450","Cytochrome P450"
"4WNU","A","Cytochrome P450 2D6","Homo sapiens","PF00067 [34-493]","p450","Cytochrome P450"
"4WNU","B","Cytochrome P450 2D6","Homo sapiens","","",""
"4WNU","C","Cytochrome P450 2D6","Homo sapiens","","",""
"4WNU","D","Cytochrome P450 2D6","Homo sapiens","","",""
"4WNV","A","Cytochrome P450 2D6","Homo sapiens","PF00067 [34-493]","p450","Cytochrome P450"
"4WNV","B","Cytochrome P450 2D6","Homo sapiens","","",""
"4WNV","C","Cytochrome P450 2D6","Homo sapiens","","",""
"4WNV","D","Cytochrome P450 2D6","Homo sapiens","","",""
"4WNW","A","Cytochrome P450 2D6","Homo sapiens","PF00067 [34-493]","p450","Cytochrome P450"
"4WNW","B","Cytochrome P450 2D6","Homo sapiens","","",""
"4WOZ","A","N-acetylneuraminate lyase","Clostridioides difficile","PF00701 [15-297]","DHDPS","Dihydrodipicolinate synthetase family"
"4WOZ","B","N-acetylneuraminate lyase","Clostridioides difficile","","",""
"4WOZ","C","N-acetylneuraminate lyase","Clostridioides difficile","","",""
"4WOZ","D","N-acetylneuraminate lyase","Clostridioides difficile","","",""
"4WOZ","E","N-acetylneuraminate lyase","Clostridioides difficile","","",""
"4WOZ","F","N-acetylneuraminate lyase","Clostridioides difficile","","",""
"4WOZ","G","N-acetylneuraminate lyase","Clostridioides difficile","","",""
"4WOZ","H","N-acetylneuraminate lyase","Clostridioides difficile","","",""
"4WQ5","A","tRNA N6-adenosine threonylcarbamoyltransferase","Escherichia coli","PF00814 [24-307]","Peptidase_M22","Glycoprotease family"
"4WQ5","B","tRNA N6-adenosine threonylcarbamoyltransferase","Escherichia coli","","",""
"4WQ5","C","tRNA threonylcarbamoyladenosine biosynthesis protein TsaB","Escherichia coli","PF00814 [28-131]","Peptidase_M22","Glycoprotease family"
"4WQ5","D","tRNA threonylcarbamoyladenosine biosynthesis protein TsaB","Escherichia coli","","",""
"4WQD","A","Thiosulfate dehydrogenase","Allochromatium vinosum","PF13442 [151-229]","Cytochrome_CBB3","Cytochrome C oxidase, cbb3-type, subunit III"
"4WQF","A0","50S ribosomal protein L27","Thermus thermophilus","PF01016 [2-81]","Ribosomal_L27","Ribosomal L27 protein"
"4WQF","A1","50S ribosomal protein L28","Thermus thermophilus","PF00830 [3-65]","Ribosomal_L28","Ribosomal L28 family"
"4WQF","A2","50S ribosomal protein L29","Thermus thermophilus","PF00831 [12-67]","Ribosomal_L29","Ribosomal L29 protein"
"4WQF","A3","50S ribosomal protein L30","Thermus thermophilus","PF00327 [4-54]","Ribosomal_L30","Ribosomal protein L30p/L7e"
"4WQF","A4","50S ribosomal protein L31","Thermus thermophilus","PF01197 [1-64]","Ribosomal_L31","Ribosomal protein L31"
"4WQF","A5","50S ribosomal protein L32","Thermus thermophilus","PF01783 [5-59]","Ribosomal_L32p","Ribosomal L32p protein family"
"4WQF","A6","50S ribosomal protein L33","Thermus thermophilus","PF00471 [8-53]","Ribosomal_L33","Ribosomal protein L33"
"4WQF","A7","50S ribosomal protein L34","Thermus thermophilus","PF00468 [1-43]","Ribosomal_L34","Ribosomal protein L34"
"4WQF","A8","50S ribosomal protein L35","Thermus thermophilus","PF01632 [2-62]","Ribosomal_L35p","Ribosomal protein L35"
"4WQF","A9","50S ribosomal protein L36","Thermus thermophilus","PF00444 [1-37]","Ribosomal_L36","Ribosomal protein L36"
"4WQF","AA","23S Ribosomal RNA","Thermus thermophilus","","",""
"4WQF","AB","5S Ribosomal RNA","Thermus thermophilus","","",""
"4WQF","AC","50S ribosomal protein L1","Thermus thermophilus","PF00687 [31-221]","Ribosomal_L1","Ribosomal protein L1p/L10e family"
"4WQF","AD","50S ribosomal protein L2","Thermus thermophilus","PF03947 [126-251], PF00181 [42-118]","Ribosomal_L2_C, Ribosomal_L2","Ribosomal Proteins L2, C-terminal domain, Ribosomal Proteins L2, RNA binding domain"
"4WQF","AE","50S ribosomal protein L3","Thermus thermophilus","PF00297 [93-175]","Ribosomal_L3","Ribosomal protein L3"
"4WQF","AF","50S ribosomal protein L4","Thermus thermophilus","PF00573 [26-204]","Ribosomal_L4","Ribosomal protein L4/L1 family"
"4WQF","AG","50S ribosomal protein L5","Thermus thermophilus","PF00673 [87-180], PF00281 [27-83]","Ribosomal_L5_C, Ribosomal_L5","ribosomal L5P family C-terminus, Ribosomal protein L5"
"4WQF","AH","50S ribosomal protein L6","Thermus thermophilus","PF00347 [91-164], PF00347 [11-82]","Ribosomal_L6, Ribosomal_L6","Ribosomal protein L6, Ribosomal protein L6"
"4WQF","AK","50S ribosomal protein L10","Thermus thermophilus","PF00466 [4-98]","Ribosomal_L10","Ribosomal protein L10"
"4WQF","AL","50S ribosomal protein L11","Thermus thermophilus","PF03946 [8-65], PF00298 [70-138]","Ribosomal_L11_N, Ribosomal_L11","Ribosomal protein L11, N-terminal domain, Ribosomal protein L11, RNA binding domain"
"4WQF","AN","50S ribosomal protein L13","Thermus thermophilus","PF00572 [12-136]","Ribosomal_L13","Ribosomal protein L13"
"4WQF","AO","50S ribosomal protein L14","Thermus thermophilus","PF00238 [1-122]","Ribosomal_L14","Ribosomal protein L14p/L23e"
"4WQF","AP","50S ribosomal protein L15","Thermus thermophilus","PF00828 [27-145]","Ribosomal_L27A","Ribosomal proteins 50S-L15, 50S-L18e, 60S-L27A"
"4WQF","AQ","50S ribosomal protein L16","Thermus thermophilus","PF00252 [4-132]","Ribosomal_L16","Ribosomal protein L16p/L10e"
"4WQF","AR","50S ribosomal protein L17","Thermus thermophilus","PF01196 [20-117]","Ribosomal_L17","Ribosomal protein L17"
"4WQF","AS","50S ribosomal protein L18","Thermus thermophilus","PF00861 [3-112]","Ribosomal_L18p","Ribosomal L18 of archaea, bacteria, mitoch. and chloroplast"
"4WQF","AT","50S ribosomal protein L19","Thermus thermophilus","PF01245 [6-113]","Ribosomal_L19","Ribosomal protein L19"
"4WQF","AU","50S ribosomal protein L20","Thermus thermophilus","PF00453 [3-109]","Ribosomal_L20","Ribosomal protein L20"
"4WQF","AV","50S ribosomal protein L21","Thermus thermophilus","PF00829 [1-99]","Ribosomal_L21p","Ribosomal prokaryotic L21 protein"
"4WQF","AW","50S ribosomal protein L22","Thermus thermophilus","PF00237 [5-107]","Ribosomal_L22","Ribosomal protein L22p/L17e"
"4WQF","AX","50S ribosomal protein L23","Thermus thermophilus","PF00276 [6-90]","Ribosomal_L23","Ribosomal protein L23"
"4WQF","AY","50S ribosomal protein L24","Thermus thermophilus","PF00467 [9-40], PF17136 [42-103]","KOW, ribosomal_L24","KOW motif, Ribosomal proteins 50S L24/mitochondrial 39S L24"
"4WQF","AZ","50S ribosomal protein L25","Thermus thermophilus","PF01386 [5-88], PF14693 [95-177]","Ribosomal_L25p, Ribosomal_TL5_C","Ribosomal L25p family, Ribosomal protein TL5, C-terminal domain"
"4WQF","BA","16S Ribosomal RNA","Thermus thermophilus","","",""
"4WQF","BB","30S ribosomal protein S2","Thermus thermophilus","PF00318 [10-223]","Ribosomal_S2","Ribosomal protein S2"
"4WQF","BC","30S ribosomal protein S3","Thermus thermophilus","PF00189 [120-202], PF07650 [39-110]","Ribosomal_S3_C, KH_2","Ribosomal protein S3, C-terminal domain, KH domain"
"4WQF","BD","30S ribosomal protein S4","Thermus thermophilus","PF01479 [100-146], PF00163 [3-98]","S4, Ribosomal_S4","S4 domain, Ribosomal protein S4/S9 N-terminal domain"
"4WQF","BE","30S ribosomal protein S5","Thermus thermophilus","PF03719 [82-152], PF00333 [6-70]","Ribosomal_S5_C, Ribosomal_S5","Ribosomal protein S5, C-terminal domain, Ribosomal protein S5, N-terminal domain"
"4WQF","BF","30S ribosomal protein S6","Thermus thermophilus","PF01250 [3-92]","Ribosomal_S6","Ribosomal protein S6"
"4WQF","BG","30S ribosomal protein S7","Thermus thermophilus","PF00177 [2-149]","Ribosomal_S7","Ribosomal protein S7p/S5e"
"4WQF","BH","30S ribosomal protein S8","Thermus thermophilus","PF00410 [4-138]","Ribosomal_S8","Ribosomal protein S8"
"4WQF","BI","30S ribosomal protein S9","Thermus thermophilus","PF00380 [8-128]","Ribosomal_S9","Ribosomal protein S9/S16"
"4WQF","BJ","30S ribosomal protein S10","Thermus thermophilus","PF00338 [5-99]","Ribosomal_S10","Ribosomal protein S10p/S20e"
"4WQF","BK","30S ribosomal protein S11","Thermus thermophilus","PF00411 [17-126]","Ribosomal_S11","Ribosomal protein S11"
"4WQF","BL","30S ribosomal protein S12","Thermus thermophilus","PF00164 [15-126]","Ribosom_S12_S23","Ribosomal protein S12/S23"
"4WQF","BM","30S ribosomal protein S13","Thermus thermophilus","PF00416 [3-109]","Ribosomal_S13","Ribosomal protein S13/S18"
"4WQF","BN","30S ribosomal protein S14 type Z","Thermus thermophilus","PF00253 [10-60]","Ribosomal_S14","Ribosomal protein S14p/S29e"
"4WQF","BO","30S ribosomal protein S15","Thermus thermophilus","PF00312 [8-88]","Ribosomal_S15","Ribosomal protein S15"
"4WQF","BP","30S ribosomal protein S16","Thermus thermophilus","PF00886 [8-67]","Ribosomal_S16","Ribosomal protein S16"
"4WQF","BQ","30S ribosomal protein S17","Thermus thermophilus","PF00366 [8-74]","Ribosomal_S17","Ribosomal protein S17"
"4WQF","BR","30S ribosomal protein S18","Thermus thermophilus","PF01084 [33-79]","Ribosomal_S18","Ribosomal protein S18"
"4WQF","BS","30S ribosomal protein S19","Thermus thermophilus","PF00203 [3-83]","Ribosomal_S19","Ribosomal protein S19"
